name,city,country,iata,icao,latitude,longitude,altitude,timezone,timezone_dst
Palm Beach County Park Airport,West Palm Beach,United States,LNA,KLNA,26.593,-80.085,14,America/New_York,A
North Island Naval Air Station-Halsey Field,San Diego,United States,NZY,KNZY,32.699,-117.215,26,America/Los_Angeles,A
Biggs Army Air Field (Fort Bliss),El Paso,United States,BIF,KBIF,31.850,-106.380,3946,America/Denver,A
Yuma MCAS/Yuma International Airport,Yuma,United States,YUM,KNYL,32.657,-114.606,213,America/Phoenix,N
Cavern City Air Terminal,Carlsbad,United States,CNM,KCNM,32.338,-104.263,3295,America/Denver,A
Duluth International Airport,Duluth,United States,DLH,KDLH,46.842,-92.194,1428,America/Chicago,A
Bethel Airport,Bethel,United States,BET,PABE,60.780,-161.838,126,America/Anchorage,A
Bowman Field,Louisville,United States,LOU,KLOU,38.228,-85.664,546,America/New_York,A
Sierra Vista Municipal Libby Army Air Field,Fort Huachuca,United States,FHU,KFHU,31.588,-110.344,4719,America/Phoenix,A
Lihue Airport,Lihue,United States,LIH,PHLI,21.976,-159.339,153,Pacific/Honolulu,N
"Terre Haute Regional Airport, Hulman Field",Terre Haute,United States,HUF,KHUF,39.452,-87.308,589,America/New_York,A
Havre City County Airport,Havre,United States,HVR,KHVR,48.543,-109.762,2591,America/Denver,A
Grant County International Airport,Grant County Airport,United States,MWH,KMWH,47.208,-119.320,1189,America/Los_Angeles,A
Edward F Knapp State Airport,Montpelier,United States,MPV,KMPV,44.203,-72.562,1166,America/New_York,A
San Nicolas Island Nolf Airport,San Nicolas Island,United States,,KNSI,33.240,-119.458,506,America/Los_Angeles,A
Richmond International Airport,Richmond,United States,RIC,KRIC,37.505,-77.320,167,America/New_York,A
Shreveport Regional Airport,Shreveport,United States,SHV,KSHV,32.447,-93.826,258,America/Chicago,A
Merle K (Mudhole) Smith Airport,Cordova,United States,CDV,PACV,60.492,-145.478,54,America/Anchorage,A
Norfolk International Airport,Norfolk,United States,ORF,KORF,36.895,-76.201,26,America/New_York,A
Southeast Texas Regional Airport,Beaumont,United States,BPT,KBPT,29.951,-94.021,15,America/Chicago,A
Savannah Hilton Head International Airport,Savannah,United States,SAV,KSAV,32.128,-81.202,50,America/New_York,A
Hill Air Force Base,Ogden,United States,HIF,KHIF,41.124,-111.973,4789,America/Denver,A
Nome Airport,Nome,United States,OME,PAOM,64.512,-165.445,37,America/Anchorage,A
Scappoose Industrial Airpark,San Luis,United States,,KSPB,45.771,-122.862,58,America/Los_Angeles,A
St Petersburg Clearwater International Airport,St. Petersburg,United States,PIE,KPIE,27.910,-82.687,11,America/New_York,A
Menominee Regional Airport,Macon,United States,MNM,KMNM,45.127,-87.638,625,America/Chicago,A
Conroe-North Houston Regional Airport,Conroe,United States,CXO,KCXO,30.352,-95.414,245,America/Chicago,A
Deadhorse Airport,Deadhorse,United States,SCC,PASC,70.195,-148.465,65,America/Anchorage,A
San Antonio International Airport,San Antonio,United States,SAT,KSAT,29.534,-98.470,809,America/Chicago,A
Greater Rochester International Airport,Rochester,United States,ROC,KROC,43.119,-77.672,559,America/New_York,A
Patrick Air Force Base,Coco Beach,United States,COF,KCOF,28.235,-80.610,8,America/New_York,A
Teterboro Airport,Teterboro,United States,TEB,KTEB,40.850,-74.061,9,America/New_York,A
Ellsworth Air Force Base,Rapid City,United States,RCA,KRCA,44.145,-103.104,3276,America/Denver,A
Raleigh Durham International Airport,Raleigh-durham,United States,RDU,KRDU,35.878,-78.787,435,America/New_York,A
James M Cox Dayton International Airport,Dayton,United States,DAY,KDAY,39.902,-84.219,1009,America/New_York,A
Kenai Municipal Airport,Kenai,United States,ENA,PAEN,60.573,-151.245,99,America/Anchorage,A
Mc Alester Regional Airport,Mcalester,United States,MLC,KMLC,34.882,-95.784,770,America/Chicago,A
Niagara Falls International Airport,Niagara Falls,United States,IAG,KIAG,43.107,-78.946,589,America/New_York,A
Coulter Field,Bryan,United States,CFD,KCFD,30.716,-96.331,367,America/Chicago,A
Wright AAF (Fort Stewart)/Midcoast Regional Airport,Wright,United States,LIY,KLHW,31.889,-81.562,45,America/New_York,A
Newport News Williamsburg International Airport,Newport News,United States,PHF,KPHF,37.132,-76.493,42,America/New_York,A
Esler Regional Airport,Alexandria,United States,ESF,KESF,31.395,-92.296,112,America/Chicago,A
Altus Air Force Base,Altus,United States,LTS,KLTS,34.667,-99.267,1382,America/Chicago,A
Tucson International Airport,Tucson,United States,TUS,KTUS,32.116,-110.941,2643,America/Phoenix,N
Minot Air Force Base,Minot,United States,MIB,KMIB,48.416,-101.358,1667,America/Chicago,A
Beale Air Force Base,Marysville,United States,BAB,KBAB,39.136,-121.437,113,America/Los_Angeles,A
Greater Kankakee Airport,Kankakee,United States,IKK,KIKK,41.071,-87.846,630,America/Chicago,A
Seymour Johnson Air Force Base,Goldsboro,United States,GSB,KGSB,35.339,-77.961,109,America/New_York,A
Theodore Francis Green State Airport,Providence,United States,PVD,KPVD,41.733,-71.420,55,America/New_York,A
Salisbury Ocean City Wicomico Regional Airport,Salisbury,United States,SBY,KSBY,38.340,-75.510,52,America/New_York,A
Rancho Murieta Airport,Rancho Murieta,United States,,KRIU,38.487,-121.103,141,America/Los_Angeles,A
Bob Hope Airport,Burbank,United States,BUR,KBUR,34.201,-118.359,778,America/Los_Angeles,A
Detroit Metropolitan Wayne County Airport,Detroit,United States,DTW,KDTW,42.212,-83.353,645,America/New_York,A
Tampa International Airport,Tampa,United States,TPA,KTPA,27.976,-82.533,26,America/New_York,A
Pembina Municipal Airport,Pembina,United States,PMB,KPMB,48.943,-97.241,795,America/Chicago,A
Polk Army Air Field,Fort Polk,United States,POE,KPOE,31.045,-93.192,330,America/Chicago,A
Eielson Air Force Base,Fairbanks,United States,EIL,PAEI,64.666,-147.102,547,America/Anchorage,A
Range Regional Airport,Hibbing,United States,HIB,KHIB,47.387,-92.839,1354,America/Chicago,A
Angelina County Airport,Lufkin,United States,LFK,KLFK,31.234,-94.750,296,America/Chicago,A
Midland International Airport,Midland,United States,MAF,KMAF,31.942,-102.202,2871,America/Chicago,A
Austin Straubel International Airport,Green Bay,United States,GRB,KGRB,44.485,-88.130,695,America/Chicago,A
Ardmore Municipal Airport,Ardmore,United States,ADM,KADM,34.303,-97.020,777,America/Chicago,A
Mc Guire Air Force Base,Wrightstown,United States,WRI,KWRI,40.016,-74.592,131,America/New_York,A
Cherry Point MCAS /Cunningham Field/,Cherry Point,United States,,KNKT,34.901,-76.881,29,America/New_York,A
Emanuel County Airport,Santa Barbara,United States,,KSBO,32.609,-82.370,327,America/New_York,A
Augusta Regional At Bush Field,Bush Field,United States,AGS,KAGS,33.370,-81.965,144,America/New_York,A
Sloulin Field International Airport,Williston,United States,ISN,KISN,48.178,-103.642,1982,America/Chicago,A
Bill & Hillary Clinton National Airport/Adams Field,Little Rock,United States,LIT,KLIT,34.729,-92.224,262,America/Chicago,A
Stewart International Airport,Newburgh,United States,SWF,KSWF,41.504,-74.105,491,America/New_York,A
Baudette International Airport,Baudette,United States,BDE,KBDE,48.728,-94.612,1086,America/Chicago,A
Sacramento Executive Airport,Sacramento,United States,SAC,KSAC,38.513,-121.493,24,America/Los_Angeles,A
Homer Airport,Homer,United States,HOM,PAHO,59.646,-151.477,84,America/Anchorage,A
Waynesville-St. Robert Regional Forney field,Fort Leonardwood,United States,TBN,KTBN,37.742,-92.141,1159,America/Chicago,A
Dobbins Air Reserve Base,Marietta,United States,MGE,KMGE,33.915,-84.516,1068,America/New_York,A
Fairchild Air Force Base,Spokane,United States,SKA,KSKA,47.615,-117.656,2461,America/Los_Angeles,A
Roscommon County - Blodgett Memorial Airport,Houghton Lake,United States,HTL,KHTL,44.360,-84.671,1150,America/New_York,A
Tyndall Air Force Base,Panama City,United States,PAM,KPAM,30.070,-85.575,17,America/Chicago,A
Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,DFW,KDFW,32.897,-97.038,607,America/Chicago,A
Melbourne International Airport,Melbourne,United States,MLB,KMLB,28.103,-80.645,33,America/New_York,A
McChord Air Force Base,Tacoma,United States,TCM,KTCM,47.138,-122.476,322,America/Los_Angeles,A
Austin Bergstrom International Airport,Austin,United States,AUS,KAUS,30.194,-97.670,542,America/Chicago,A
Rickenbacker International Airport,Columbus,United States,LCK,KLCK,39.814,-82.928,744,America/New_York,A
Sawyer International Airport,Gwinn,United States,MQT,KSAW,46.354,-87.395,1221,America/New_York,A
McGhee Tyson Airport,Knoxville,United States,TYS,KTYS,35.811,-83.994,981,America/New_York,A
Hood Army Air Field,Fort Hood,United States,HLR,KHLR,31.139,-97.715,924,America/Chicago,A
St Louis Lambert International Airport,St. Louis,United States,STL,KSTL,38.749,-90.370,618,America/Chicago,A
Millville Municipal Airport,Millville,United States,MIV,KMIV,39.368,-75.072,85,America/New_York,A
Sheppard Air Force Base-Wichita Falls Municipal Airport,Wichita Falls,United States,SPS,KSPS,33.989,-98.492,1019,America/Chicago,A
Cincinnati Municipal Airport Lunken Field,Cincinnati,United States,LUK,KLUK,39.103,-84.419,483,America/New_York,A
Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.637,-84.428,1026,America/New_York,A
Castle Airport,Merced,United States,MER,KMER,37.381,-120.568,191,America/Los_Angeles,A
Mc Clellan Airfield,Sacramento,United States,MCC,KMCC,38.668,-121.401,77,America/Los_Angeles,A
Gerald R. Ford International Airport,Grand Rapids,United States,GRR,KGRR,42.881,-85.523,794,America/New_York,A
Winkler County Airport,Wink,United States,INK,KINK,31.780,-103.201,2822,America/Chicago,A
